lr_path,caption
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_112_20220323.png,"a satellite image shows a town, with a sms of a city, and a view of the countryside"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_112_20220330.png,"the satellite image is taken from space, and is based on the same technique as the msasa sats satellite"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_112_20220407.png,saturated image of a city with buildings and a populated area
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_112_20220424.png,"it shows the sand and grasslands, a flat area that is surrounded by hills"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_112_20220427.png,satellite image of syria city from a satellite
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_112_20220502.png,"a satellite image of a city, shown in the distance from the ground"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_112_20220514.png,a satellite image shows the outskirts of a city with some farmland
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_112_20220519.png,a satellite image of a village in the middle of a small river
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_112_20220601.png,a satellite image of a village on the southwestern slopes of the islamic holy city of iran southwestern
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_112_20220606.png,iii; the image shows a view of a city from space
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_112_20221016.png,satellite image of a town
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_112_20221024.png,a satellite image of the earth's surface
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_112_20221026.png,satellite images of a small town in a remote pacific island
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_112_20221029.png,satellite image of an area in india – the earth is seen from space – uae
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_112_20221123.png,"a satellite image of the city of tadafi, syria, syria, syria and egypt"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_112_20221130.png,satellite image of a small town in pakistan saith a satellite image of a small town in pakistan saith a satellite image of a small town in pakistan saith a satellite image of a small town in pakistan saith
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_112_20221218.png,a city is pictured in the upper left corner of the image
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_112_20230122.png,"a satellite image of the city of safafa, iran satellite image"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_112_20230226.png,"san jose, california"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_112_20230305.png,a satellite image shows a city with two roads and two buildings
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_112_20230310.png,the image shows an image of a town in central america
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_112_20230412.png,a satellite image shows a town and its surrounding countryside
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_112_20230417.png,"a city, a town, or a village"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_112_20231004.png,satellite image of a city and a rural area fb image
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_112_20231006.png,satellite image of a city in a country
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_112_20231011.png,"it shows a city, some roads, some people, and a lot of green space"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_112_20231019.png,a satellite image of a town in a county with a city and county
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_112_20231024.png,a satellite image shows a rural area with an urban area on the horizon
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_112_20231026.png,"it shows a map of an area of the country as a satellite image , with a view of the country"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_112_20231029.png,it shows the town and the surrounding countryside as viewed from the air
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_112_20231031.png,satellite imagery of an area of land with a lake and mountains
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_112_20231105.png,satellite image of the village of sarfaa afar in the western part of syria csa satellite image courtesy esa satellite image
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_112_20231120.png,"a view from the nasa satellite reveals a town in sarafe, afghanistan"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_112_20231205.png,"from the satellite view, the town - with a view of the city and the surrounding countryside - is visible in the upper left"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_112_20231208.png,a satellite image of a small town in california shows some of the buildings and land surrounding the city
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_112_20231210.png,a view of a rural area
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_112_20231220.png,satellite image of a city on a satellite image
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_113_20210228.png,a satellite image of a rural area with a large farm area
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_113_20210407.png,a satellite image reveals a red-brown sky and the earth's surface
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_113_20210419.png,the image shows a city and rural area with several buildings and buildings in the background
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_113_20210517.png,a satellite image of a farm surrounded by farm land
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_113_20210527.png,"this satellite image shows the olma town of olma, a satellite image taken from space"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_113_20210623.png,it has a yellow field in the middle of the image
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_113_20210701.png,a taiwanese-language version of this image was taken in 2006 a satellite image of taiwan and a satellite image of sri lanka
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_113_20211006.png,"savannah, nebraska - satellite image from nasa satellite image archive"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_113_20211011.png,a satellite image of a farm in a rural area
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_113_20211014.png,the image shows a grassy area in the middle of the image
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_113_20211016.png,a satellite image of a rural area showing farmland in the background
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_113_20211029.png,satellite image of a small acreage of land with a few houses
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_113_20211031.png,it consists of a satellite image of the earth showing the earth's surface from space
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_113_20211105.png,a satellite image of a farm field
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_113_20211108.png,as seen from orbit in earth orbit
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_113_20211110.png,a satellite image of an area in the eastern part of the state of idaho
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_113_20211115.png,a satellite image of a rural area of a county showing a farmland and a ranch land
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_113_20211118.png,"satellite image of an agricultural field in sacramento county, california, u.s., courtesy nasa public domain"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_113_20211125.png,satellite image of a small farm
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_113_20220211.png,"it shows a farm field with fields, trees and grass"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_113_20220213.png,a satellite image of a farm
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_113_20220221.png,a satellite image of a farm
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_113_20220310.png,a satellite image of a farmland in a county in texas
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_113_20220318.png,a satellite image of a field and buildings
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_113_20220320.png,satellite image of a rural area in the western part of the state of kansas
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_113_20220323.png,"a satellite image of an area of land showing green fields, grass, trees, and a small town"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_113_20220330.png,image courtesy jpeg
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_113_20220407.png,satellite image of the ground of a farm field showing grass in between rows of trees
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_113_20220424.png,satellite imagery shows the ground level of the ground versus the sky and the sun and stars
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_113_20220427.png,satellite image of a populated area
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_113_20220502.png,a satellite image of a city from space
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_113_20220514.png,it shows a view of a small acreage in the middle of a rural country
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_113_20220519.png,satellite image of a small rural area in texas
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_113_20220601.png,a satellite image of a farmland surrounded by a pasture
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_113_20220606.png,a satellite image of a farm field in the middle of the landscape
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_113_20221016.png,it shows a large area of a farm in an area of the countryside
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_113_20221024.png,a satellite image of a field
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_113_20221026.png,satellite image of a field with a few trees
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_113_20221029.png,"a satellite image of the earth's surface, including a satellite-equipped satellite"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_113_20221123.png,a satellite image of a farm and field
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_113_20221130.png,a satellite image of a farm in california shows a field with a tractor and farm buildings
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_113_20221218.png,a satellite reveals the rural landscape of a farm and the surrounding lands in this image of a rural area in the state of arizona
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_113_20230122.png,a satellite image shows a farm area in the middle of a field
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_113_20230226.png,a satellite image shows an expanse of farmland in the image
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_113_20230305.png,this satellite image of a farm field shows an area of green grass and grassy fields
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_113_20230310.png,as a satellite image of a field with grass and trees
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_113_20230412.png,"the satellite image was taken from a spacecraft at a height of 30,000 feet"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_113_20230417.png,a satellite image of a field in a farm field in a swaziland satellite image
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_113_20231004.png,a satellite image of the pacific ocean with a san francisco bay area
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_113_20231006.png,satellite image of a farm field showing fields and buildings
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_113_20231011.png,a satellite image of an agricultural field and nearby farmland
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_113_20231019.png,satellite image of a farm in the valley of the river valley in the united states
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_113_20231024.png,an aerial satellite image of the utah wheat fields from space and a satellite image of a satellite image of the wheat fields
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_113_20231026.png,a satellite image of a field with a crop of wheat crops and corn in the background
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_113_20231029.png,a satellite image of a farmland area in the southern state of kansas
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_113_20231031.png,a satellite image shows a farm and fields
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_113_20231105.png,a satellite view of a farmland and large crops surrounded by a city
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_113_20231120.png,a satellite image shows a view of a farm
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_113_20231205.png,"a satellite image of an area of land, a city, and surrounding areas"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_113_20231208.png,it shows the land and land of the state of arizona
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_113_20231210.png,"a satellite view of a farm field, surrounded by green grass, surrounded by trees and a hill"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_113_20231220.png,a satellite image of an empty farm field and a few parked vehicles
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_114_20210228.png,a satellite image of the earth reveals the utah valley and surrounding rural areas
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_114_20210407.png,a satellite view of the sacramento valley showing a rural area in the state of california
